"year","zone","school","ratio"
"2010-2011","S01002294","Secondary","91.87"
"2007-2008","S01002294","Secondary","95.95"
"2003-2004","S01002294","Secondary","96.77"
"2010-2011","S01002294","Primary","96.52"
"2008-2009","S01002294","Primary","96.45"
"2009-2010","S01002294","Primary","92.94"
"2003-2004","S01002294","Primary","96.06"
"2004-2005","S01002294","Primary",96
"2005-2006","S01002294","Primary",96
"2006-2007","S01002294","Primary","96.13"
"2007-2008","S01002294","Primary","96.39"
"2009-2010","S01002295","Secondary","92.64"
"2004-2005","S01002295","Secondary","94.67"
"2005-2006","S01002295","Secondary","94.67"
"2008-2009","S01002295","Secondary","92.97"
"2006-2007","S01002295","Secondary","93.14"
"2010-2011","S01002295","Secondary","93.53"
"2007-2008","S01002295","Secondary","92.88"
"2003-2004","S01002295","Secondary","93.75"
"2010-2011","S01002295","Primary","97.93"
"2008-2009","S01002295","Primary","97.35"
"2009-2010","S01002295","Primary","97.05"
"2003-2004","S01002295","Primary","97.99"
"2004-2005","S01002295","Primary","97.69"
"2005-2006","S01002295","Primary","97.69"
"2006-2007","S01002295","Primary","97.89"
"2007-2008","S01002295","Primary","97.47"
"2009-2010","S01002296","Secondary","81.28"
"2004-2005","S01002296","Secondary","86.84"
"2005-2006","S01002296","Secondary","86.84"
"2008-2009","S01002296","Secondary","81.73"
"2006-2007","S01002296","Secondary","72.79"
"2010-2011","S01002296","Secondary",0
"2007-2008","S01002296","Secondary","75.33"
"2003-2004","S01002296","Secondary","89.02"
"2010-2011","S01002296","Primary","92.81"
"2008-2009","S01002296","Primary","93.06"
"2009-2010","S01002296","Primary","91.86"
"2003-2004","S01002296","Primary",89
"2004-2005","S01002296","Primary","91.36"
"2005-2006","S01002296","Primary","91.36"
"2006-2007","S01002296","Primary","89.83"
"2007-2008","S01002296","Primary","89.69"
"2009-2010","S01002297","Secondary","91.43"
"2004-2005","S01002297","Secondary","93.29"
"2005-2006","S01002297","Secondary","93.29"
"2008-2009","S01002297","Secondary","87.14"
"2006-2007","S01002297","Secondary","91.82"
"2010-2011","S01002297","Secondary","92.18"
"2007-2008","S01002297","Secondary","90.04"
"2003-2004","S01002297","Secondary","93.67"
"2010-2011","S01002297","Primary","96.18"
"2008-2009","S01002297","Primary","96.64"
"2009-2010","S01002297","Primary","96.08"
"2003-2004","S01002297","Primary","96.88"
"2004-2005","S01002297","Primary","96.03"
"2005-2006","S01002297","Primary","96.03"
"2006-2007","S01002297","Primary","96.18"
"2007-2008","S01002297","Primary","96.7"
"2009-2010","S01002298","Secondary","90.97"
"2004-2005","S01002298","Secondary","93.66"
"2005-2006","S01002298","Secondary","93.66"
"2008-2009","S01002298","Secondary","92.28"
"2006-2007","S01002298","Secondary","92.64"
"2010-2011","S01002298","Secondary","91.82"
"2007-2008","S01002298","Secondary","94.24"
"2003-2004","S01002298","Secondary","93.12"
"2010-2011","S01002298","Primary","95.82"
"2008-2009","S01002298","Primary","96.41"
"2009-2010","S01002298","Primary","96.11"
"2003-2004","S01002298","Primary","96.87"
"2004-2005","S01002298","Primary","96.28"
"2005-2006","S01002298","Primary","96.28"
"2006-2007","S01002298","Primary","96.81"
"2007-2008","S01002298","Primary","97.65"
"2009-2010","S01002299","Secondary","94.64"
"2004-2005","S01002299","Secondary","94.68"
"2005-2006","S01002299","Secondary","94.68"
"2008-2009","S01002299","Secondary","93.46"
"2006-2007","S01002299","Secondary","95.03"
"2010-2011","S01002299","Secondary","93.77"
"2007-2008","S01002299","Secondary","94.06"
"2003-2004","S01002299","Secondary","94.48"
"2010-2011","S01002299","Primary","93.52"
"2008-2009","S01002299","Primary","95.72"
"2009-2010","S01002299","Primary","95.58"
"2003-2004","S01002299","Primary","99.72"
"2004-2005","S01002299","Primary","96.54"
"2005-2006","S01002299","Primary","96.54"
"2006-2007","S01002299","Primary","97.32"
"2007-2008","S01002299","Primary","95.84"
"2009-2010","S01002300","Secondary","93.86"
"2004-2005","S01002300","Secondary","93.01"
"2005-2006","S01002300","Secondary","93.01"
"2008-2009","S01002300","Secondary","93.65"
"2006-2007","S01002300","Secondary","93.39"
"2010-2011","S01002300","Secondary","95.11"
"2007-2008","S01002300","Secondary","93.37"
"2003-2004","S01002300","Secondary","95.12"
"2010-2011","S01002300","Primary","96.66"
"2008-2009","S01002300","Primary","97.09"
"2009-2010","S01002300","Primary","96.84"
"2003-2004","S01002300","Primary","96.94"
"2004-2005","S01002300","Primary","95.7"
"2005-2006","S01002300","Primary","95.7"
"2006-2007","S01002300","Primary","97.79"
"2007-2008","S01002300","Primary","96.11"
"2009-2010","S01002301","Secondary","88.37"
"2004-2005","S01002301","Secondary","87.37"
"2005-2006","S01002301","Secondary","87.37"
"2008-2009","S01002301","Secondary","90.15"
"2006-2007","S01002301","Secondary","88.3"
"2010-2011","S01002301","Secondary","87.83"
"2007-2008","S01002301","Secondary","88.78"
"2003-2004","S01002301","Secondary","88.2"
"2010-2011","S01002301","Primary","91.99"
"2008-2009","S01002301","Primary","92.85"
"2009-2010","S01002301","Primary","92.65"
"2003-2004","S01002301","Primary","95.07"
"2004-2005","S01002301","Primary","93.35"
"2005-2006","S01002301","Primary","93.35"
"2006-2007","S01002301","Primary","93.52"
"2007-2008","S01002301","Primary","93.69"
"2009-2010","S01002302","Secondary","88.41"
"2004-2005","S01002302","Secondary","83.87"
"2005-2006","S01002302","Secondary","83.87"
"2008-2009","S01002302","Secondary","85.39"
"2006-2007","S01002302","Secondary","85.1"
"2010-2011","S01002302","Secondary","86.5"
"2007-2008","S01002302","Secondary","86.2"
"2003-2004","S01002302","Secondary","85.04"
"2010-2011","S01002302","Primary","90.29"
"2008-2009","S01002302","Primary","91.08"
"2009-2010","S01002302","Primary","92.33"
"2003-2004","S01002302","Primary","95.01"
"2004-2005","S01002302","Primary","94.53"
"2005-2006","S01002302","Primary","94.53"
"2006-2007","S01002302","Primary","93.09"
"2007-2008","S01002302","Primary","93.4"
"2009-2010","S01002303","Secondary","87.84"
"2004-2005","S01002303","Secondary","87.45"
"2005-2006","S01002303","Secondary","87.45"
"2008-2009","S01002303","Secondary","89.3"
"2006-2007","S01002303","Secondary","91.22"
"2010-2011","S01002303","Secondary","88.08"
"2007-2008","S01002303","Secondary","89.69"
"2003-2004","S01002303","Secondary","90.98"
"2010-2011","S01002303","Primary","91.4"
"2008-2009","S01002303","Primary","93.34"
"2009-2010","S01002303","Primary","91.72"
"2003-2004","S01002303","Primary","94.54"
"2004-2005","S01002303","Primary","92.6"
"2005-2006","S01002303","Primary","92.6"
"2006-2007","S01002303","Primary","94.76"
"2007-2008","S01002303","Primary","93.23"
"2009-2010","S01002304","Secondary","82.88"
"2004-2005","S01002304","Secondary","85.17"
"2005-2006","S01002304","Secondary","85.17"
"2008-2009","S01002304","Secondary","87.22"
"2006-2007","S01002304","Secondary","87.35"
"2010-2011","S01002304","Secondary","84.14"
"2007-2008","S01002304","Secondary","91.97"
"2003-2004","S01002304","Secondary","86.02"
"2010-2011","S01002304","Primary","91.69"
"2008-2009","S01002304","Primary","92.35"
"2009-2010","S01002304","Primary","89.92"
"2003-2004","S01002304","Primary","93.87"
"2004-2005","S01002304","Primary","92.64"
"2005-2006","S01002304","Primary","92.64"
"2006-2007","S01002304","Primary","93.3"
"2007-2008","S01002304","Primary","93.38"
"2009-2010","S01002305","Secondary","83.4"
"2004-2005","S01002305","Secondary","83.78"
"2005-2006","S01002305","Secondary","83.78"
"2008-2009","S01002305","Secondary","82.33"
"2006-2007","S01002305","Secondary","86.85"
"2010-2011","S01002305","Secondary","84.55"
"2007-2008","S01002305","Secondary","83.48"
"2003-2004","S01002305","Secondary","90.82"
"2010-2011","S01002305","Primary","94.37"
"2008-2009","S01002305","Primary","91.9"
"2009-2010","S01002305","Primary","92.78"
"2003-2004","S01002305","Primary","93.53"
"2004-2005","S01002305","Primary","93.36"
"2005-2006","S01002305","Primary","93.36"
"2006-2007","S01002305","Primary","91.01"
"2007-2008","S01002305","Primary","90.36"
"2009-2010","S01002306","Secondary","85.49"
"2004-2005","S01002306","Secondary","88.25"
"2005-2006","S01002306","Secondary","88.25"
"2008-2009","S01002306","Secondary","84.22"
"2006-2007","S01002306","Secondary","86.09"
"2010-2011","S01002306","Secondary","90.77"
"2007-2008","S01002306","Secondary","85.72"
"2003-2004","S01002306","Secondary","84.05"
"2010-2011","S01002306","Primary","94.63"
"2008-2009","S01002306","Primary","94.59"
"2009-2010","S01002306","Primary","94.11"
"2003-2004","S01002306","Primary","92.1"
"2004-2005","S01002306","Primary","92.3"
"2005-2006","S01002306","Primary","92.3"
"2006-2007","S01002306","Primary","96.23"
"2007-2008","S01002306","Primary","93.71"
"2009-2010","S01002307","Secondary","93.46"
"2004-2005","S01002307","Secondary","81.03"
"2005-2006","S01002307","Secondary","81.03"
"2008-2009","S01002307","Secondary","91.8"
"2006-2007","S01002307","Secondary","80.34"
"2010-2011","S01002307","Secondary","91.69"
"2007-2008","S01002307","Secondary","87.14"
"2003-2004","S01002307","Secondary","84.31"
"2010-2011","S01002307","Primary","91.46"
"2008-2009","S01002307","Primary","93.32"
"2009-2010","S01002307","Primary","93.52"
"2003-2004","S01002307","Primary","94.8"
"2004-2005","S01002307","Primary","94.01"
"2005-2006","S01002307","Primary","94.01"
"2006-2007","S01002307","Primary","95.61"
"2007-2008","S01002307","Primary","92.85"
"2009-2010","S01002308","Secondary","94.78"
"2004-2005","S01002308","Secondary","95.86"
"2005-2006","S01002308","Secondary","95.86"
"2008-2009","S01002308","Secondary","92.42"
"2006-2007","S01002308","Secondary","94.24"
"2010-2011","S01002308","Secondary","94.13"
"2007-2008","S01002308","Secondary","94.82"
"2003-2004","S01002308","Secondary","95.46"
"2010-2011","S01002308","Primary","96.95"
"2008-2009","S01002308","Primary","96.91"
"2009-2010","S01002308","Primary","97.36"
"2003-2004","S01002308","Primary","96.25"
"2004-2005","S01002308","Primary","96.53"
"2005-2006","S01002308","Primary","96.53"
"2006-2007","S01002308","Primary","97.08"
"2007-2008","S01002308","Primary","96.59"
"2009-2010","S01002309","Secondary","87.24"
"2004-2005","S01002309","Secondary","87.5"
"2005-2006","S01002309","Secondary","87.5"
"2008-2009","S01002309","Secondary","87.86"
"2006-2007","S01002309","Secondary","86.68"
"2010-2011","S01002309","Secondary","90.4"
"2007-2008","S01002309","Secondary","88.45"
"2003-2004","S01002309","Secondary","86.86"
"2010-2011","S01002309","Primary","93.4"
"2008-2009","S01002309","Primary","93.87"
"2009-2010","S01002309","Primary","94.68"
"2003-2004","S01002309","Primary","95.47"
"2004-2005","S01002309","Primary","93.77"
"2005-2006","S01002309","Primary","93.77"
"2006-2007","S01002309","Primary","94.93"
"2007-2008","S01002309","Primary","94.24"
"2009-2010","S01002310","Secondary","90.7"
"2004-2005","S01002310","Secondary","85.88"
"2005-2006","S01002310","Secondary","85.88"
"2008-2009","S01002310","Secondary","88.64"
"2006-2007","S01002310","Secondary","87.55"
"2010-2011","S01002310","Secondary","87.88"
"2007-2008","S01002310","Secondary","90.17"
"2003-2004","S01002310","Secondary","89.26"
"2010-2011","S01002310","Primary","93.54"
"2008-2009","S01002310","Primary","94.16"
"2009-2010","S01002310","Primary","95.11"
"2003-2004","S01002310","Primary","93.67"
"2004-2005","S01002310","Primary","93.18"
"2005-2006","S01002310","Primary","93.18"
"2006-2007","S01002310","Primary","95.03"
"2007-2008","S01002310","Primary","94.08"
"2009-2010","S01002311","Secondary","90.31"
"2004-2005","S01002311","Secondary","87.37"
"2005-2006","S01002311","Secondary","87.37"
"2008-2009","S01002311","Secondary","92.53"
"2006-2007","S01002311","Secondary","93.7"
"2010-2011","S01002311","Secondary","87.55"
"2007-2008","S01002311","Secondary","92.68"
"2003-2004","S01002311","Secondary","93.82"
"2010-2011","S01002311","Primary","97.22"
"2008-2009","S01002311","Primary","96.86"
"2009-2010","S01002311","Primary","96.9"
"2003-2004","S01002311","Primary","95.93"
"2004-2005","S01002311","Primary","95.27"
"2005-2006","S01002311","Primary","95.27"
"2006-2007","S01002311","Primary","97.09"
"2007-2008","S01002311","Primary","95.68"
"2009-2010","S01002312","Secondary","86.61"
"2004-2005","S01002312","Secondary","80.28"
"2005-2006","S01002312","Secondary","80.28"
"2008-2009","S01002312","Secondary","83.34"
"2006-2007","S01002312","Secondary","87.09"
"2010-2011","S01002312","Secondary","83.58"
"2007-2008","S01002312","Secondary","78.71"
"2003-2004","S01002312","Secondary","83.58"
"2010-2011","S01002312","Primary","94.14"
"2008-2009","S01002312","Primary","91.97"
"2009-2010","S01002312","Primary","91.18"
"2003-2004","S01002312","Primary","94.07"
"2004-2005","S01002312","Primary","93.17"
"2005-2006","S01002312","Primary","93.17"
"2006-2007","S01002312","Primary","92.2"
"2007-2008","S01002312","Primary","91.45"
"2009-2010","S01002313","Secondary","94.11"
"2004-2005","S01002313","Secondary","94.89"
"2005-2006","S01002313","Secondary","94.89"
"2008-2009","S01002313","Secondary","94.08"
"2006-2007","S01002313","Secondary","94.84"
"2010-2011","S01002313","Secondary","94.81"
"2007-2008","S01002313","Secondary","94.95"
"2003-2004","S01002313","Secondary","93.19"
"2010-2011","S01002313","Primary","96.87"
"2008-2009","S01002313","Primary","97.93"
"2009-2010","S01002313","Primary","97.14"
"2003-2004","S01002313","Primary","96.88"
"2004-2005","S01002313","Primary","96.23"
"2005-2006","S01002313","Primary","96.23"
"2006-2007","S01002313","Primary","96.88"
"2007-2008","S01002313","Primary","97.45"
"2009-2010","S01002314","Secondary","95.49"
"2004-2005","S01002314","Secondary","93.95"
"2005-2006","S01002314","Secondary","93.95"
"2008-2009","S01002314","Secondary","94.54"
"2006-2007","S01002314","Secondary","93.52"
"2010-2011","S01002314","Secondary","94.17"
"2007-2008","S01002314","Secondary","92.09"
"2003-2004","S01002314","Secondary","91.17"
"2010-2011","S01002314","Primary","96.77"
"2008-2009","S01002314","Primary","97.96"
"2009-2010","S01002314","Primary","97.51"
"2003-2004","S01002314","Primary",97
"2004-2005","S01002314","Primary","96.64"
"2005-2006","S01002314","Primary","96.64"
"2006-2007","S01002314","Primary","97.26"
"2007-2008","S01002314","Primary","96.36"
"2009-2010","S01002315","Secondary","91.2"
"2004-2005","S01002315","Secondary","93.79"
"2005-2006","S01002315","Secondary","93.79"
"2008-2009","S01002315","Secondary","91.94"
"2006-2007","S01002315","Secondary","94.49"
"2010-2011","S01002315","Secondary","91.14"
"2007-2008","S01002315","Secondary","94.32"
"2003-2004","S01002315","Secondary","93.87"
"2010-2011","S01002315","Primary","96.6"
"2008-2009","S01002315","Primary","96.91"
"2009-2010","S01002315","Primary","97.44"
"2003-2004","S01002315","Primary","96.36"
"2004-2005","S01002315","Primary","94.6"
"2005-2006","S01002315","Primary","94.6"
"2006-2007","S01002315","Primary","96.39"
"2007-2008","S01002315","Primary","95.25"
"2009-2010","S01002316","Secondary","94.8"
"2004-2005","S01002316","Secondary","94.1"
"2005-2006","S01002316","Secondary","94.1"
"2008-2009","S01002316","Secondary","93.08"
"2006-2007","S01002316","Secondary","92.64"
"2010-2011","S01002316","Secondary","95.08"
"2007-2008","S01002316","Secondary","93.42"
"2003-2004","S01002316","Secondary","93.89"
"2010-2011","S01002316","Primary","98.63"
"2008-2009","S01002316","Primary","97.28"
"2009-2010","S01002316","Primary","97.19"
"2003-2004","S01002316","Primary","97.8"
"2004-2005","S01002316","Primary","97.39"
"2005-2006","S01002316","Primary","97.39"
"2006-2007","S01002316","Primary","97.25"
"2007-2008","S01002316","Primary","97.45"
"2009-2010","S01002317","Secondary","89.21"
"2004-2005","S01002317","Secondary","86.82"
"2005-2006","S01002317","Secondary","86.82"
"2008-2009","S01002317","Secondary","87.23"
"2006-2007","S01002317","Secondary","90.85"
"2010-2011","S01002317","Secondary","85.02"
"2007-2008","S01002317","Secondary","91.54"
"2003-2004","S01002317","Secondary","89.32"
"2010-2011","S01002317","Primary","93.24"
"2008-2009","S01002317","Primary","93.41"
"2009-2010","S01002317","Primary","94.04"
"2003-2004","S01002317","Primary","93.59"
"2004-2005","S01002317","Primary","93.08"
"2005-2006","S01002317","Primary","93.08"
"2006-2007","S01002317","Primary","94.4"
"2007-2008","S01002317","Primary","93.67"
"2009-2010","S01002318","Secondary","87.38"
"2004-2005","S01002318","Secondary","84.78"
"2005-2006","S01002318","Secondary","84.78"
"2008-2009","S01002318","Secondary","90.84"
"2006-2007","S01002318","Secondary","88.27"
"2010-2011","S01002318","Secondary","83.75"
"2007-2008","S01002318","Secondary","89.21"
"2003-2004","S01002318","Secondary","84.09"
"2010-2011","S01002318","Primary","90.95"
"2008-2009","S01002318","Primary","90.07"
"2009-2010","S01002318","Primary","92.24"
"2003-2004","S01002318","Primary","93.33"
"2004-2005","S01002318","Primary",93
"2005-2006","S01002318","Primary",93
"2006-2007","S01002318","Primary","92.68"
"2007-2008","S01002318","Primary","92.39"
"2009-2010","S01002319","Secondary","85.75"
"2004-2005","S01002319","Secondary","81.95"
"2005-2006","S01002319","Secondary","81.95"
"2008-2009","S01002319","Secondary","88.41"
"2006-2007","S01002319","Secondary","86.31"
